order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate,warehouse_id
SO20700,CUST-003,Customer Z,MN-5544,05-01-2026,06-01-2026,07-01-2026,38,38,0,0,1,WH-01
SO20701,CUST-003,Customer Z,MN-5544,10-05-2025,14-05-2025,14-05-2025,37,36,1,0,0.972972973,WH-01
SO20702,CUST-001,Customer X,AX-4312,11-07-2025,14-07-2025,16-07-2025,14,9,5,0,0.6428571428571429,WH-01
SO20703,CUST-002,Customer Y,MN-5544,24-07-2025,25-07-2025,25-07-2025,7,1,6,0,0.1428571428571428,WH-01
SO20704,CUST-002,Customer Y,MN-5544,22-11-2024,26-11-2024,28-11-2024,24,22,2,0,0.9166666666666666,WH-01
SO20705,CUST-002,Customer Y,CL-7781,20-02-2026,21-02-2026,23-02-2026,14,9,5,0,0.6428571428571429,WH-01
SO20706,CUST-002,Customer Y,AX-4312,15-03-2024,19-03-2024,19-03-2024,37,32,5,0,0.8648648648648649,WH-01
SO20707,CUST-001,Customer X,BR-2208,29-12-2025,02-01-2026,01-01-2026,17,12,5,0,0.7058823529411765,WH-03
SO20708,CUST-001,Customer X,CL-7781,20-03-2025,22-03-2025,23-03-2025,38,37,1,0,0.9736842105263158,WH-01
SO20709,CUST-002,Customer Y,BR-2208,18-11-2025,20-11-2025,22-11-2025,39,30,9,0,0.7692307692307693,WH-03
SO20710,CUST-002,Customer Y,ZX-9910,20-02-2026,23-02-2026,25-02-2026,37,33,4,0,0.8918918918918919,WH-01
SO20711,CUST-003,Customer Z,BR-2208,16-02-2026,20-02-2026,19-02-2026,21,14,7,0,0.6666666666666666,WH-03
SO20712,CUST-003,Customer Z,BR-2208,30-05-2025,31-05-2025,31-05-2025,35,35,0,1,1,WH-03
SO20713,CUST-003,Customer Z,CL-7781,10-08-2024,12-08-2024,14-08-2024,16,14,2,0,0.875,WH-01
SO20714,CUST-001,Customer X,AX-4312,27-04-2025,28-04-2025,27-04-2025,28,21,7,0,0.75,WH-01
SO20715,CUST-002,Customer Y,MN-5544,12-12-2024,14-12-2024,16-12-2024,15,8,7,0,0.5333333333333333,WH-01
SO20716,CUST-001,Customer X,MN-5544,01-02-2026,03-02-2026,05-02-2026,12,9,3,0,0.75,WH-01
SO20717,CUST-003,Customer Z,BR-2208,24-01-2026,28-01-2026,27-01-2026,11,10,1,0,0.9090909090909092,WH-03
SO20718,CUST-003,Customer Z,CL-7781,19-08-2024,20-08-2024,21-08-2024,12,8,4,0,0.6666666666666666,WH-01
SO20719,CUST-003,Customer Z,BR-2208,31-05-2025,03-06-2025,05-06-2025,39,33,6,0,0.8461538461538461,WH-03
SO20720,CUST-001,Customer X,BR-2208,18-07-2024,20-07-2024,20-07-2024,19,18,1,0,0.9473684210526316,WH-03
SO20721,CUST-003,Customer Z,ZX-9910,29-03-2024,30-03-2024,31-03-2024,16,8,8,0,0.5,WH-01
SO20722,CUST-002,Customer Y,ZX-9910,24-01-2026,28-01-2026,30-01-2026,7,3,4,0,0.4285714285714285,WH-01
SO20723,CUST-001,Customer X,BR-2208,08-04-2025,11-04-2025,10-04-2025,23,22,1,0,0.9565217391304348,WH-03
SO20724,CUST-002,Customer Y,AX-4312,20-06-2024,24-06-2024,23-06-2024,21,16,5,0,0.7619047619047619,WH-01
SO20725,CUST-001,Customer X,ZX-9910,10-02-2025,12-02-2025,13-02-2025,29,24,5,0,0.8275862068965517,WH-01
SO20726,CUST-002,Customer Y,AX-4312,27-11-2025,01-12-2025,02-12-2025,34,30,4,0,0.8823529411764706,WH-02
SO20727,CUST-002,Customer Y,ZX-9910,22-04-2024,24-04-2024,26-04-2024,35,27,8,0,0.7714285714285715,WH-01
SO20728,CUST-002,Customer Y,BR-2208,23-09-2024,27-09-2024,27-09-2024,26,22,4,0,0.8461538461538461,WH-03
SO20729,CUST-001,Customer X,BR-2208,22-08-2025,23-08-2025,22-08-2025,17,13,4,0,0.7647058823529411,WH-03
SO20730,CUST-001,Customer X,CL-7781,20-03-2025,22-03-2025,21-03-2025,21,17,4,0,0.8095238095238095,WH-01
SO20731,CUST-001,Customer X,AX-4312,23-09-2025,26-09-2025,27-09-2025,26,20,6,0,0.7692307692307693,WH-01
SO20732,CUST-002,Customer Y,ZX-9910,23-01-2025,25-01-2025,24-01-2025,20,11,9,0,0.55,WH-01
SO20733,CUST-003,Customer Z,ZX-9910,08-06-2025,09-06-2025,08-06-2025,18,9,9,0,0.5,WH-01
SO20734,CUST-002,Customer Y,MN-5544,13-01-2025,15-01-2025,17-01-2025,30,26,4,0,0.8666666666666667,WH-01
SO20735,CUST-002,Customer Y,AX-4312,26-07-2024,27-07-2024,26-07-2024,23,16,7,0,0.6956521739130435,WH-01
SO20736,CUST-003,Customer Z,MN-5544,31-05-2025,03-06-2025,02-06-2025,39,35,4,0,0.8974358974358975,WH-01
SO20737,CUST-003,Customer Z,AX-4312,29-09-2024,02-10-2024,04-10-2024,9,9,0,0,1,WH-01
SO20738,CUST-003,Customer Z,BR-2208,11-04-2025,15-04-2025,15-04-2025,36,33,3,0,0.9166666666666666,WH-03
SO20739,CUST-002,Customer Y,CL-7781,24-06-2024,28-06-2024,30-06-2024,6,3,3,0,0.5,WH-01
SO20740,CUST-001,Customer X,AX-4312,21-08-2024,24-08-2024,24-08-2024,5,0,5,0,0,WH-01
SO20741,CUST-002,Customer Y,CL-7781,05-08-2025,06-08-2025,05-08-2025,23,16,7,0,0.6956521739130435,WH-01
SO20742,CUST-003,Customer Z,MN-5544,10-12-2025,12-12-2025,14-12-2025,12,5,7,0,0.4166666666666667,WH-01
SO20743,CUST-002,Customer Y,MN-5544,09-11-2024,13-11-2024,13-11-2024,18,14,4,0,0.7777777777777778,WH-01
SO20744,CUST-002,Customer Y,MN-5544,17-09-2025,18-09-2025,20-09-2025,38,32,6,0,0.8421052631578947,WH-01
SO20745,CUST-002,Customer Y,CL-7781,10-11-2024,14-11-2024,15-11-2024,31,31,0,0,1,WH-01
SO20746,CUST-003,Customer Z,AX-4312,08-05-2024,09-05-2024,11-05-2024,24,20,4,0,0.8333333333333334,WH-01
SO20747,CUST-002,Customer Y,BR-2208,21-06-2024,24-06-2024,26-06-2024,11,9,2,0,0.8181818181818182,WH-03
SO20748,CUST-002,Customer Y,BR-2208,16-09-2024,19-09-2024,18-09-2024,28,23,5,0,0.8214285714285714,WH-03
SO20749,CUST-003,Customer Z,BR-2208,16-02-2026,18-02-2026,20-02-2026,28,21,7,0,0.75,WH-03
SO20750,CUST-002,Customer Y,BR-2208,28-01-2025,31-01-2025,31-01-2025,14,9,5,0,0.6428571428571429,WH-03
SO20751,CUST-003,Customer Z,BR-2208,12-01-2025,16-01-2025,15-01-2025,16,9,7,0,0.5625,WH-03
SO20752,CUST-001,Customer X,CL-7781,25-11-2024,28-11-2024,28-11-2024,22,16,6,0,0.7272727272727273,WH-01
SO20753,CUST-001,Customer X,ZX-9910,24-01-2026,28-01-2026,29-01-2026,17,13,4,0,0.7647058823529411,WH-01
SO20754,CUST-003,Customer Z,AX-4312,22-09-2024,26-09-2024,26-09-2024,17,16,1,0,0.9411764705882352,WH-01
SO20755,CUST-002,Customer Y,BR-2208,29-10-2024,02-11-2024,02-11-2024,29,28,1,0,0.9655172413793104,WH-03
SO20756,CUST-002,Customer Y,CL-7781,26-05-2024,30-05-2024,01-06-2024,22,18,4,0,0.8181818181818182,WH-01
SO20757,CUST-002,Customer Y,AX-4312,27-03-2025,30-03-2025,30-03-2025,22,14,8,0,0.6363636363636364,WH-01
SO20758,CUST-001,Customer X,ZX-9910,23-01-2026,27-01-2026,26-01-2026,14,10,4,0,0.7142857142857143,WH-01
SO20759,CUST-002,Customer Y,CL-7781,29-03-2025,30-03-2025,30-03-2025,17,11,6,0,0.6470588235294118,WH-01
SO20760,CUST-001,Customer X,MN-5544,03-04-2025,04-04-2025,03-04-2025,28,21,7,0,0.75,WH-01
SO20761,CUST-001,Customer X,ZX-9910,25-05-2025,28-05-2025,27-05-2025,23,15,8,0,0.6521739130434783,WH-01
SO20762,CUST-003,Customer Z,CL-7781,23-12-2025,25-12-2025,26-12-2025,30,23,7,0,0.7666666666666667,WH-01
SO20763,CUST-002,Customer Y,ZX-9910,08-12-2025,10-12-2025,10-12-2025,15,11,4,0,0.7333333333333333,WH-01
SO20764,CUST-002,Customer Y,ZX-9910,10-05-2025,13-05-2025,15-05-2025,7,1,6,0,0.1428571428571428,WH-01
SO20765,CUST-003,Customer Z,AX-4312,17-08-2025,19-08-2025,20-08-2025,17,16,1,0,0.9411764705882352,WH-01
SO20766,CUST-003,Customer Z,BR-2208,16-08-2025,17-08-2025,18-08-2025,15,6,9,0,0.4,WH-03
SO20767,CUST-002,Customer Y,CL-7781,29-04-2025,02-05-2025,03-05-2025,35,35,0,0,1,WH-01
SO20768,CUST-003,Customer Z,CL-7781,10-06-2024,11-06-2024,11-06-2024,29,29,0,1,1,WH-01
SO20769,CUST-003,Customer Z,AX-4312,10-09-2024,11-09-2024,11-09-2024,19,10,9,0,0.5263157894736842,WH-01
SO20770,CUST-002,Customer Y,ZX-9910,06-01-2026,10-01-2026,10-01-2026,10,2,8,0,0.2,WH-01
SO20771,CUST-001,Customer X,ZX-9910,03-08-2024,06-08-2024,08-08-2024,8,7,1,0,0.875,WH-01
SO20772,CUST-003,Customer Z,ZX-9910,02-11-2024,05-11-2024,06-11-2024,36,30,6,0,0.8333333333333334,WH-01
SO20773,CUST-001,Customer X,AX-4312,21-04-2024,25-04-2024,24-04-2024,12,12,0,1,1,WH-01
SO20774,CUST-003,Customer Z,MN-5544,08-08-2025,11-08-2025,10-08-2025,16,8,8,0,0.5,WH-01
SO20775,CUST-003,Customer Z,MN-5544,04-01-2026,06-01-2026,05-01-2026,8,5,3,0,0.625,WH-01
SO20776,CUST-001,Customer X,BR-2208,23-01-2026,25-01-2026,26-01-2026,18,11,7,0,0.6111111111111112,WH-03
SO20777,CUST-001,Customer X,CL-7781,18-01-2026,22-01-2026,21-01-2026,30,29,1,0,0.9666666666666668,WH-01
SO20778,CUST-003,Customer Z,AX-4312,31-03-2024,02-04-2024,03-04-2024,18,13,5,0,0.7222222222222222,WH-01
SO20779,CUST-001,Customer X,MN-5544,29-04-2024,01-05-2024,03-05-2024,35,35,0,0,1,WH-01
SO20780,CUST-001,Customer X,ZX-9910,06-04-2025,07-04-2025,06-04-2025,36,36,0,1,1,WH-01
SO20781,CUST-002,Customer Y,MN-5544,10-07-2025,11-07-2025,12-07-2025,29,25,4,0,0.8620689655172413,WH-01
SO20782,CUST-002,Customer Y,BR-2208,22-05-2024,23-05-2024,25-05-2024,27,22,5,0,0.8148148148148148,WH-03
SO20783,CUST-003,Customer Z,CL-7781,12-06-2025,13-06-2025,14-06-2025,16,13,3,0,0.8125,WH-01
SO20784,CUST-001,Customer X,CL-7781,28-08-2024,31-08-2024,31-08-2024,10,5,5,0,0.5,WH-01
SO20785,CUST-001,Customer X,AX-4312,25-08-2024,29-08-2024,29-08-2024,12,5,7,0,0.4166666666666667,WH-01
SO20786,CUST-003,Customer Z,AX-4312,26-10-2025,30-10-2025,29-10-2025,38,35,3,0,0.9210526315789472,WH-01
SO20787,CUST-003,Customer Z,AX-4312,19-08-2025,23-08-2025,22-08-2025,39,34,5,0,0.8717948717948718,WH-01
SO20788,CUST-002,Customer Y,BR-2208,11-10-2024,14-10-2024,16-10-2024,26,22,4,0,0.8461538461538461,WH-03
SO20789,CUST-002,Customer Y,BR-2208,14-01-2026,17-01-2026,16-01-2026,32,23,9,0,0.71875,WH-03
SO20790,CUST-001,Customer X,CL-7781,24-03-2025,28-03-2025,27-03-2025,20,14,6,0,0.7,WH-01
SO20791,CUST-001,Customer X,BR-2208,01-10-2025,05-10-2025,05-10-2025,11,6,5,0,0.5454545454545454,WH-03
SO20792,CUST-003,Customer Z,AX-4312,19-05-2025,20-05-2025,19-05-2025,8,7,1,0,0.875,WH-01
SO20793,CUST-002,Customer Y,MN-5544,10-09-2024,12-09-2024,12-09-2024,9,8,1,0,0.8888888888888888,WH-01
SO20794,CUST-003,Customer Z,MN-5544,31-08-2024,02-09-2024,03-09-2024,19,11,8,0,0.5789473684210527,WH-01
SO20795,CUST-001,Customer X,BR-2208,15-01-2025,18-01-2025,18-01-2025,29,21,8,0,0.7241379310344828,WH-03
SO20796,CUST-002,Customer Y,BR-2208,26-11-2025,27-11-2025,26-11-2025,25,17,8,0,0.68,WH-03
SO20797,CUST-002,Customer Y,CL-7781,14-08-2024,17-08-2024,19-08-2024,26,20,6,0,0.7692307692307693,WH-01
SO20798,CUST-002,Customer Y,AX-4312,24-02-2025,25-02-2025,27-02-2025,33,33,0,0,1,WH-01
SO20799,CUST-001,Customer X,BR-2208,07-10-2025,09-10-2025,09-10-2025,33,30,3,0,0.9090909090909092,WH-03
SO20800,CUST-002,Customer Y,CL-7781,14-09-2025,15-09-2025,14-09-2025,26,20,6,0,0.7692307692307693,WH-01
SO20801,CUST-001,Customer X,ZX-9910,18-12-2024,22-12-2024,24-12-2024,13,5,8,0,0.3846153846153846,WH-01
SO20802,CUST-002,Customer Y,BR-2208,09-03-2024,13-03-2024,15-03-2024,14,12,2,0,0.8571428571428571,WH-03
SO20803,CUST-003,Customer Z,MN-5544,23-03-2024,27-03-2024,29-03-2024,21,19,2,0,0.9047619047619048,WH-01
SO20804,CUST-003,Customer Z,ZX-9910,14-09-2024,15-09-2024,14-09-2024,8,2,6,0,0.25,WH-01
SO20805,CUST-001,Customer X,BR-2208,25-06-2024,29-06-2024,01-07-2024,16,12,4,0,0.75,WH-03
SO20806,CUST-003,Customer Z,AX-4312,29-12-2024,30-12-2024,29-12-2024,21,14,7,0,0.6666666666666666,WH-01
SO20807,CUST-002,Customer Y,AX-4312,10-11-2024,11-11-2024,13-11-2024,36,32,4,0,0.8888888888888888,WH-01
SO20808,CUST-001,Customer X,BR-2208,29-12-2024,31-12-2024,01-01-2025,16,16,0,0,1,WH-03
SO20809,CUST-003,Customer Z,MN-5544,25-07-2025,26-07-2025,27-07-2025,38,33,5,0,0.868421053,WH-01
SO20810,CUST-002,Customer Y,MN-5544,10-05-2024,11-05-2024,13-05-2024,24,16,8,0,0.6666666666666666,WH-02
SO20811,CUST-003,Customer Z,ZX-9910,26-03-2024,29-03-2024,28-03-2024,27,27,0,1,1,WH-02
SO20812,CUST-001,Customer X,AX-4312,05-08-2024,07-08-2024,09-08-2024,18,18,0,0,1,WH-02
SO20813,CUST-001,Customer X,CL-7781,07-05-2024,08-05-2024,09-05-2024,37,37,0,0,1,WH-02
SO20814,CUST-003,Customer Z,ZX-9910,07-04-2024,08-04-2024,08-04-2024,31,26,5,0,0.8387096774193549,WH-01
SO20815,CUST-003,Customer Z,BR-2208,01-09-2024,04-09-2024,04-09-2024,37,35,2,0,0.945945946,WH-03
SO20816,CUST-002,Customer Y,AX-4312,06-11-2024,09-11-2024,09-11-2024,23,21,2,0,0.9130434782608696,WH-01
SO20817,CUST-001,Customer X,BR-2208,06-12-2024,10-12-2024,11-12-2024,8,5,3,0,0.625,WH-03
SO20818,CUST-002,Customer Y,AX-4312,27-08-2025,30-08-2025,30-08-2025,31,23,8,0,0.7419354838709677,WH-01
SO20819,CUST-003,Customer Z,ZX-9910,04-06-2025,06-06-2025,08-06-2025,11,5,6,0,0.4545454545454545,WH-01
SO20820,CUST-002,Customer Y,CL-7781,31-08-2025,02-09-2025,04-09-2025,30,21,9,0,0.7,WH-01
SO20821,CUST-001,Customer X,CL-7781,01-09-2024,03-09-2024,04-09-2024,13,10,3,0,0.7692307692307693,WH-01
SO20822,CUST-003,Customer Z,MN-5544,05-09-2025,07-09-2025,06-09-2025,20,15,5,0,0.75,WH-01
SO20823,CUST-001,Customer X,MN-5544,14-07-2024,15-07-2024,15-07-2024,17,8,9,0,0.4705882352941176,WH-01
SO20824,CUST-003,Customer Z,BR-2208,18-05-2025,19-05-2025,21-05-2025,34,27,7,0,0.7941176470588235,WH-03
SO20825,CUST-001,Customer X,BR-2208,12-12-2025,13-12-2025,13-12-2025,22,21,1,0,0.9545454545454546,WH-03
SO20826,CUST-003,Customer Z,ZX-9910,04-09-2024,08-09-2024,10-09-2024,13,11,2,0,0.8461538461538461,WH-01
SO20827,CUST-001,Customer X,AX-4312,22-12-2025,24-12-2025,24-12-2025,25,22,3,0,0.88,WH-01
SO20828,CUST-002,Customer Y,CL-7781,19-07-2025,21-07-2025,21-07-2025,12,3,9,0,0.25,WH-01
SO20829,CUST-001,Customer X,MN-5544,31-03-2024,04-04-2024,05-04-2024,18,11,7,0,0.6111111111111112,WH-01
SO20830,CUST-002,Customer Y,AX-4312,29-06-2025,02-07-2025,03-07-2025,21,17,4,0,0.8095238095238095,WH-01
SO20831,CUST-003,Customer Z,BR-2208,20-09-2024,22-09-2024,24-09-2024,27,21,6,0,0.7777777777777778,WH-03
SO20832,CUST-001,Customer X,ZX-9910,03-11-2025,06-11-2025,07-11-2025,19,15,4,0,0.7894736842105263,WH-01
SO20833,CUST-001,Customer X,ZX-9910,04-11-2025,08-11-2025,10-11-2025,32,25,7,0,0.78125,WH-01
SO20834,CUST-003,Customer Z,MN-5544,10-09-2025,13-09-2025,13-09-2025,6,1,5,0,0.1666666666666666,WH-01
SO20835,CUST-001,Customer X,AX-4312,27-03-2024,28-03-2024,30-03-2024,13,12,1,0,0.9230769230769232,WH-01
SO20836,CUST-002,Customer Y,BR-2208,28-11-2025,29-11-2025,30-11-2025,33,29,4,0,0.8787878787878788,WH-03
SO20837,CUST-001,Customer X,MN-5544,26-11-2024,29-11-2024,29-11-2024,28,22,6,0,0.7857142857142857,WH-01
SO20838,CUST-003,Customer Z,ZX-9910,06-02-2025,08-02-2025,10-02-2025,16,10,6,0,0.625,WH-01
SO20839,CUST-001,Customer X,MN-5544,04-05-2025,07-05-2025,08-05-2025,37,29,8,0,0.7837837837837838,WH-01
SO20840,CUST-001,Customer X,CL-7781,11-07-2025,12-07-2025,13-07-2025,36,35,1,0,0.9722222222222222,WH-01
SO20841,CUST-003,Customer Z,AX-4312,07-11-2024,10-11-2024,09-11-2024,9,1,8,0,0.1111111111111111,WH-01
SO20842,CUST-002,Customer Y,CL-7781,03-02-2025,04-02-2025,04-02-2025,9,7,2,0,0.7777777777777778,WH-01
SO20843,CUST-002,Customer Y,MN-5544,11-09-2025,12-09-2025,14-09-2025,22,18,4,0,0.8181818181818182,WH-01
SO20844,CUST-003,Customer Z,BR-2208,08-09-2025,10-09-2025,10-09-2025,28,21,7,0,0.75,WH-03
SO20845,CUST-001,Customer X,CL-7781,22-08-2024,25-08-2024,24-08-2024,29,26,3,0,0.896551724,WH-01
SO20846,CUST-002,Customer Y,AX-4312,01-04-2024,05-04-2024,04-04-2024,27,22,5,0,0.8148148148148148,WH-01
SO20847,CUST-002,Customer Y,MN-5544,08-11-2025,12-11-2025,12-11-2025,10,8,2,0,0.8,WH-01
SO20848,CUST-001,Customer X,CL-7781,14-10-2025,17-10-2025,17-10-2025,27,22,5,0,0.8148148148148148,WH-01
SO20849,CUST-002,Customer Y,AX-4312,09-05-2025,13-05-2025,13-05-2025,28,28,0,1,1,WH-01
SO20850,CUST-003,Customer Z,MN-5544,02-01-2025,03-01-2025,02-01-2025,10,6,4,0,0.6,WH-01
SO20851,CUST-003,Customer Z,CL-7781,02-06-2024,03-06-2024,02-06-2024,33,27,6,0,0.8181818181818182,WH-01
SO20852,CUST-001,Customer X,CL-7781,21-08-2024,24-08-2024,25-08-2024,5,0,5,0,0,WH-02
SO20853,CUST-002,Customer Y,CL-7781,03-01-2026,05-01-2026,07-01-2026,23,16,7,0,0.6956521739130435,WH-02
SO20854,CUST-002,Customer Y,MN-5544,11-03-2024,14-03-2024,16-03-2024,6,6,0,0,1,WH-02
SO20855,CUST-002,Customer Y,MN-5544,28-03-2025,31-03-2025,30-03-2025,36,36,0,1,1,WH-02
SO20856,CUST-001,Customer X,MN-5544,25-09-2025,27-09-2025,26-09-2025,15,6,9,0,0.4,WH-02
SO20857,CUST-001,Customer X,AX-4312,12-09-2024,16-09-2024,17-09-2024,30,23,7,0,0.7666666666666667,WH-01
SO20858,CUST-002,Customer Y,BR-2208,31-03-2024,03-04-2024,05-04-2024,21,21,0,0,1,WH-03
SO20859,CUST-002,Customer Y,ZX-9910,14-06-2024,18-06-2024,17-06-2024,27,24,3,0,0.8888888888888888,WH-01
SO20860,CUST-003,Customer Z,CL-7781,27-02-2025,01-03-2025,01-03-2025,32,32,0,1,1,WH-01
SO20861,CUST-003,Customer Z,ZX-9910,29-11-2024,02-12-2024,02-12-2024,33,32,1,0,0.9696969696969696,WH-01
SO20862,CUST-003,Customer Z,ZX-9910,17-10-2024,21-10-2024,23-10-2024,14,5,9,0,0.3571428571428571,WH-01
SO20863,CUST-001,Customer X,ZX-9910,04-07-2024,06-07-2024,05-07-2024,14,13,1,0,0.9285714285714286,WH-01
SO20864,CUST-002,Customer Y,AX-4312,19-05-2025,20-05-2025,22-05-2025,7,0,7,0,0,WH-01
SO20865,CUST-001,Customer X,AX-4312,01-05-2024,04-05-2024,04-05-2024,6,5,1,0,0.8333333333333334,WH-01
SO20866,CUST-003,Customer Z,CL-7781,21-08-2024,24-08-2024,23-08-2024,38,29,9,0,0.7631578947368421,WH-01
SO20867,CUST-003,Customer Z,BR-2208,07-03-2025,11-03-2025,10-03-2025,8,0,8,0,0,WH-03
SO20868,CUST-003,Customer Z,MN-5544,20-05-2024,23-05-2024,22-05-2024,29,29,0,1,1,WH-01
SO20869,CUST-002,Customer Y,MN-5544,29-09-2024,03-10-2024,02-10-2024,38,30,8,0,0.7894736842105263,WH-01
SO20870,CUST-003,Customer Z,BR-2208,27-11-2024,29-11-2024,29-11-2024,18,16,2,0,0.8888888888888888,WH-03
SO20871,CUST-003,Customer Z,CL-7781,09-03-2025,11-03-2025,13-03-2025,21,19,2,0,0.9047619047619048,WH-01
SO20872,CUST-001,Customer X,CL-7781,15-11-2025,16-11-2025,16-11-2025,21,14,7,0,0.6666666666666666,WH-01
SO20873,CUST-001,Customer X,ZX-9910,18-11-2024,19-11-2024,18-11-2024,11,7,4,0,0.6363636363636364,WH-01
SO20874,CUST-002,Customer Y,BR-2208,31-12-2025,04-01-2026,06-01-2026,21,17,4,0,0.8095238095238095,WH-03
SO20875,CUST-003,Customer Z,AX-4312,08-01-2025,12-01-2025,13-01-2025,30,28,2,0,0.9333333333333332,WH-01
SO20876,CUST-003,Customer Z,ZX-9910,02-06-2024,06-06-2024,08-06-2024,17,15,2,0,0.8823529411764706,WH-01
SO20877,CUST-003,Customer Z,ZX-9910,08-03-2025,09-03-2025,08-03-2025,35,27,8,0,0.7714285714285715,WH-01
SO20878,CUST-002,Customer Y,MN-5544,25-03-2025,27-03-2025,27-03-2025,21,14,7,0,0.6666666666666666,WH-01
SO20879,CUST-002,Customer Y,CL-7781,27-05-2024,29-05-2024,28-05-2024,17,13,4,0,0.7647058823529411,WH-01
SO20880,CUST-001,Customer X,AX-4312,17-03-2024,18-03-2024,17-03-2024,5,0,5,0,0,WH-01
SO20881,CUST-001,Customer X,CL-7781,01-08-2025,05-08-2025,06-08-2025,8,5,3,0,0.625,WH-01
SO20882,CUST-001,Customer X,ZX-9910,22-03-2024,25-03-2024,27-03-2024,14,6,8,0,0.4285714285714285,WH-01
SO20883,CUST-003,Customer Z,CL-7781,06-02-2025,08-02-2025,08-02-2025,31,24,7,0,0.7741935483870968,WH-01
SO20884,CUST-002,Customer Y,AX-4312,29-04-2024,03-05-2024,03-05-2024,7,7,0,1,1,WH-01
SO20885,CUST-002,Customer Y,MN-5544,25-10-2024,27-10-2024,28-10-2024,19,13,6,0,0.6842105263157895,WH-01
SO20886,CUST-002,Customer Y,BR-2208,05-07-2024,09-07-2024,09-07-2024,18,16,2,0,0.8888888888888888,WH-03
SO20887,CUST-003,Customer Z,MN-5544,25-12-2024,26-12-2024,25-12-2024,7,2,5,0,0.2857142857142857,WH-01
SO20888,CUST-001,Customer X,MN-5544,02-12-2024,05-12-2024,06-12-2024,16,11,5,0,0.6875,WH-01
SO20889,CUST-002,Customer Y,AX-4312,02-07-2024,03-07-2024,03-07-2024,37,35,2,0,0.945945946,WH-01
SO20890,CUST-003,Customer Z,AX-4312,10-08-2024,13-08-2024,15-08-2024,15,10,5,0,0.6666666666666666,WH-01
SO20891,CUST-001,Customer X,AX-4312,09-06-2024,13-06-2024,14-06-2024,23,18,5,0,0.782608696,WH-01
SO20892,CUST-001,Customer X,CL-7781,28-03-2025,01-04-2025,01-04-2025,39,36,3,0,0.9230769230769232,WH-01
SO20893,CUST-002,Customer Y,BR-2208,20-01-2025,21-01-2025,20-01-2025,23,18,5,0,0.782608696,WH-03
SO20894,CUST-003,Customer Z,BR-2208,05-11-2024,09-11-2024,11-11-2024,31,23,8,0,0.7419354838709677,WH-03
SO20895,CUST-001,Customer X,ZX-9910,20-11-2024,21-11-2024,21-11-2024,7,5,2,0,0.7142857142857143,WH-01
SO20896,CUST-001,Customer X,CL-7781,28-02-2025,04-03-2025,06-03-2025,27,25,2,0,0.925925926,WH-01
SO20897,CUST-002,Customer Y,BR-2208,04-01-2026,06-01-2026,08-01-2026,10,7,3,0,0.7,WH-03
SO20898,CUST-002,Customer Y,BR-2208,30-01-2026,02-02-2026,04-02-2026,31,27,4,0,0.8709677419354839,WH-03
SO20899,CUST-003,Customer Z,AX-4312,26-06-2025,30-06-2025,02-07-2025,17,12,5,0,0.7058823529411765,WH-01
SO20900,CUST-003,Customer Z,BR-2208,30-04-2024,03-05-2024,04-05-2024,26,22,4,0,0.8461538461538461,WH-03
SO20901,CUST-002,Customer Y,ZX-9910,27-04-2025,29-04-2025,29-04-2025,35,31,4,0,0.8857142857142857,WH-01
SO20902,CUST-003,Customer Z,CL-7781,03-01-2025,04-01-2025,04-01-2025,29,22,7,0,0.7586206896551724,WH-01
SO20903,CUST-003,Customer Z,BR-2208,14-11-2025,18-11-2025,20-11-2025,27,25,2,0,0.925925926,WH-03
SO20904,CUST-001,Customer X,ZX-9910,20-11-2024,22-11-2024,24-11-2024,23,15,8,0,0.6521739130434783,WH-01
SO20905,CUST-002,Customer Y,MN-5544,01-04-2025,05-04-2025,05-04-2025,27,25,2,0,0.925925926,WH-01
SO20906,CUST-002,Customer Y,ZX-9910,15-11-2025,17-11-2025,18-11-2025,20,20,0,0,1,WH-01
SO20907,CUST-002,Customer Y,MN-5544,17-10-2025,21-10-2025,22-10-2025,15,11,4,0,0.7333333333333333,WH-01
SO20908,CUST-002,Customer Y,AX-4312,10-02-2026,11-02-2026,13-02-2026,18,17,1,0,0.9444444444444444,WH-01
SO20909,CUST-001,Customer X,CL-7781,01-10-2024,03-10-2024,05-10-2024,9,3,6,0,0.3333333333333333,WH-01
SO20910,CUST-001,Customer X,ZX-9910,15-03-2025,18-03-2025,20-03-2025,18,14,4,0,0.7777777777777778,WH-01
SO20911,CUST-001,Customer X,AX-4312,28-12-2024,01-01-2025,31-12-2024,8,5,3,0,0.625,WH-01
SO20912,CUST-002,Customer Y,CL-7781,22-05-2024,26-05-2024,28-05-2024,21,18,3,0,0.8571428571428571,WH-01
SO20913,CUST-002,Customer Y,BR-2208,25-12-2024,27-12-2024,29-12-2024,33,30,3,0,0.9090909090909092,WH-03
SO20914,CUST-001,Customer X,ZX-9910,11-07-2024,13-07-2024,12-07-2024,14,6,8,0,0.4285714285714285,WH-01
SO20915,CUST-002,Customer Y,ZX-9910,26-12-2025,30-12-2025,29-12-2025,18,15,3,0,0.8333333333333334,WH-01
SO20916,CUST-001,Customer X,MN-5544,17-10-2025,21-10-2025,23-10-2025,17,16,1,0,0.9411764705882352,WH-01
